ModelEventID,OccYear,Factor
410127772,9603,1
410128201,9634,1
410128311,9640,1
410128472,9652,1
410008845,671,1
410009861,748,1
410010366,788,1
410011170,851,1
410012293,939,1
410012862,984,1
410013032,996,1
410013548,1038,1
410014140,1085,1
410014281,1095,0
410014981,1151,1
410121092,9109,1
410121559,9143,1
410122869,9239,1
410123083,9258,1
410123211,9266,1
410123331,9275,1
410123890,9317,1
410123958,9321,1
410124342,9352,1
410124725,9381,1
410125470,9434,1
410125743,9453,1
410126153,9485,1
410126292,9495,1
410127478,9581,1
410127802,9605,1
410127964,9617,1
410128131,9628,1
410128768,9673,1
410129165,9703,1
410129665,9739,1
410129832,9750,1
410132056,9917,1
410132264,9932,1
410009115,692,1
410010787,819,1
410010960,834,1
410011866,905,1
410012196,929,1
410012316,941,1
410013093,1002,1
410013114,1003,1
410013928,1069,1
410014528,1113,1
410015071,1158,1
410015105,1160,1
410016632,1279,1
410017171,1321,1
410018947,1454,1
410019744,1515,1
410020612,1579,1
410020875,1596,1
410023165,1770,1
410023398,1788,1
410020978,1602,1
410121216,9117,1
410121436,9135,1
410121475,9137,1
410044288,3348,1
410045691,3452,1
410045828,3464,1
410047919,3620,1
410048108,3633,1
410049753,3761,1
410014097,1082,1
410014133,1085,1
410014767,1131,1
410014768,1132,1
410015554,1194,1
410073841,5587,1
410074262,5618,1
410074289,5621,1
410074624,5646,1
410074752,5655,1
410074865,5664,1
410075014,5677,1
410075236,5692,1
410076195,5761,1
410076430,5781,1
410076516,5788,1
410078468,5934,1
410079078,5979,1
410079756,6029,1
410080282,6069,1
410080446,6082,1
410063870,4827,1
410064549,4878,1
410064658,4888,1
410064818,4900,1
410065609,4956,1
410065829,4973,1
410067999,5135,1
410068128,5144,1
410068657,5187,1
410069732,5268,1
410069749,5269,1
410071156,5379,1
410066930,5056,1
410069632,5260,1
410070659,5340,1
410070695,5344,1
410070703,5344,1
410071376,5397,1
410071395,5400,1
410072269,5470,1
410072424,5482,1
410073911,5592,1
410074521,5638,1
410075905,5741,1
410075914,5742,1
410075923,5743,1
410076076,5753,1
410076247,5765,1
410076251,5765,1
410076309,5770,1
410077543,5864,1
410077646,5871,1
410130036,9767,1
410130235,9783,1
410130559,9808,1
410131227,9855,1
410131787,9895,1
410005026,382,1
410006768,511,1
410018496,1422,1
410018838,1446,1
410019021,1461,1
410019051,1462,1
410019071,1463,1
410088832,6713,1
410088994,6725,1
410089591,6771,1
410089770,6785,1
410089821,6790,1
410090296,6825,1
410019480,1493,1
410019585,1502,1
410019851,1521,1
410020342,1559,1
410020395,1563,1
410020412,1564,1
410021277,1625,1
410022052,1684,1
410022343,1706,1
410022406,1712,1
410022493,1718,1
410022717,1736,1
410023138,1768,1
410023812,1818,1
410024264,1853,1
410024534,1872,1
410024740,1889,1
410025074,1913,1
410025714,1962,1
410026685,2035,1
410027138,2072,1
410027153,2073,1
410027818,2118,1
410028138,2140,1
410028377,2157,1
410028430,2162,1
410028895,2198,1
410029005,2207,1
410029041,2209,1
410029071,2212,1
410029809,2266,1
410030049,2285,1
410030351,2310,1
410030940,2352,1
410031204,2374,1
410031825,2420,1
410115942,8725,1
410116784,8788,1
410117448,8840,1
410117493,8845,1
410118233,8898,1
410118493,8916,1
410118851,8941,1
410118977,8950,1
410119328,8975,1
410077974,5897,1
410078206,5915,1
410078391,5928,1
410078438,5931,1
410078600,5942,1
410079731,6027,1
410079936,6041,1
410080170,6061,1
410080859,6112,1
410080978,6121,1
410081339,6151,1
410060600,4576,1
410062848,4752,1
410063282,4783,1
410063309,4786,1
410064045,4839,1
410065144,4923,1
410065153,4923,1
410066699,5038,1
410068488,5173,1
410069698,5265,1
410069894,5282,1
410070774,5351,1
410071174,5381,1
410071244,5387,1
410040023,3034,1
410042210,3197,1
410043391,3280,1
410044166,3339,1
410117082,8810,1
410117161,8817,1
410117655,8857,0
410118378,8906,1
410118792,8938,0
410119148,8964,1
410120203,9042,1
410120358,9054,1
410120458,9061,1
410120765,9083,1
410121682,9151,0
410121852,9164,1
410123322,9274,1
410123510,9288,1
410123578,9293,1
410124759,9383,1
410124941,9395,1
410125353,9426,1
410126264,9493,1
410127430,9577,1
410127914,9613,1
410129034,9693,1
410038147,2897,0
410041142,3116,1
410041263,3126,1
410041410,3135,1
410041634,3153,1
410042055,3184,1
410042740,3234,1
410042766,3235,1
410043145,3265,1
410043442,3284,1
410108426,8164,1
410109218,8224,0
410126341,9497,1
410126437,9505,1
410126609,9519,1
410127465,9579,1
410128079,9625,1
410128221,9635,1
410128243,9636,1
410128727,9671,1
410129112,9698,1
410129575,9731,1
410130120,9775,1
410130810,9826,1
410131269,9859,1
410131296,9861,1
410131641,9885,1
410132936,9979,1
410109945,8277,1
410110776,8335,1
410111574,8397,1
410111776,8412,1
410112439,8461,1
410113156,8515,1
410113832,8563,1
410093045,7020,1
410093051,7021,1
410094624,7138,1
410097409,7346,1
410099544,7507,1
410100347,7571,1
410102334,7720,1
410007074,536,1
410007388,560,1
410030537,2322,1
410030672,2331,1
410031662,2408,1
410031781,2417,1
410033569,2554,1
410033799,2570,1
410035511,2698,1
410036195,2746,1
410036469,2767,1
410036663,2780,1
410038218,2903,1
410038421,2917,1
410038819,2947,1
410014622,1120,1
410015177,1166,1
410015659,1202,1
410015776,1210,1
410015879,1219,1
410016487,1269,1
410017088,1315,1
410017496,1348,1
410017932,1379,1
410018143,1397,1
410018433,1417,1
410018684,1435,1
410018771,1442,1
410019240,1475,1
410019857,1522,1
410019888,1524,1
410052333,3960,1
410052503,3973,1
410053032,4015,1
410053934,4077,1
410054034,4085,1
410054572,4124,1
410057666,4354,1
410058583,4426,1
410058704,4435,1
410059066,4461,1
410059729,4512,1
410060815,4592,1
410061347,4634,1
410062383,4716,1
410062469,4722,1
410062615,4735,1
410063004,4762,1
410063240,4781,1
410063446,4798,1
410063830,4824,1
410063990,4835,1
410064846,4902,1
410065587,4955,1
410066142,4996,1
410118671,8929,1
410118698,8931,1
410119487,8988,1
410120569,9069,1
410120973,9099,1
410121052,9105,1
410122057,9181,1
410122281,9196,1
410122625,9222,1
410123542,9290,0
410123574,9293,1
410124019,9326,1
410124937,9395,1
410125686,9449,1
410126333,9497,1
410127379,9573,1
410127475,9581,1
410128036,9622,1
410128239,9636,1
410128808,9676,1
410128914,9684,1
410130067,9770,1
410073356,5551,1
410073364,5551,1
410073675,5575,1
410073700,5577,1
410073804,5585,1
410074251,5618,1
410074397,5629,1
410075061,5681,1
410075334,5699,1
410075456,5709,1
410076209,5762,1
410076391,5777,1
410076686,5802,1
410076756,5808,1
410076825,5813,1
410076842,5814,1
410078387,5927,1
410078515,5936,1
410078818,5960,1
410079342,5999,1
410079702,6025,1
410080854,6111,1
410078361,5926,1
410079922,6040,1
410080148,6059,1
410080605,6094,1
410081750,6180,1
410082188,6213,1
410083329,6303,1
410083766,6335,1
410087420,6607,1
410088520,6689,1
410089081,6733,1
410089806,6789,1
410090400,6832,1
410090565,6841,1
410015004,1153,1
410015717,1206,1
410017859,1375,1
410018683,1435,1
410019095,1465,1
410019294,1480,1
410019611,1504,1
410020338,1559,1
410010033,761,1
410010568,803,1
410011079,844,1
410012487,955,1
410012588,961,1
410013307,1020,1
410013853,1064,1
410013913,1068,1
410014956,1148,1
410015231,1169,1
410016551,1272,1
410009691,736,1
410009732,739,1
410010667,812,1
410010814,821,1
410011629,886,1
410011767,896,1
410012781,978,1
410084814,6413,1
410085797,6489,1
410085917,6498,1
410086269,6524,1
410088432,6682,1
410090412,6833,1
410093107,7025,1
410093575,7061,1
410093830,7079,1
410093927,7086,1
410093984,7091,1
410094563,7133,1
410095106,7175,1
410095386,7196,1
410095886,7231,1
410037513,2845,1
410126301,9495,1
410126497,9509,1
410128202,9634,1
410128763,9673,1
410129413,9719,1
410131407,9868,1
410131441,9870,1
410132400,9941,1
410030838,2345,1
410031093,2365,1
410031790,2418,1
410031824,2420,1
410053773,4065,1
410054692,4133,1
410055456,4189,1
410055712,4210,1
410060398,4561,1
410117124,8814,1
410119008,8952,0
410119164,8965,1
410119314,8975,0
410119817,9013,0
410120564,9068,0
410120687,9076,1
410121659,9149,0
410060612,4576,1
410062236,4704,1
410063724,4815,1
410064940,4910,1
410065174,4924,1
410066218,5002,1
410066321,5010,1
410066585,5031,1
410068073,5139,1
410068213,5151,1
410069498,5251,1
410069733,5268,1
410070221,5306,1
410071218,5384,1
410071311,5393,1
410003648,272,1
410003963,298,1
410004697,358,1
410005440,412,1
410005696,432,1
410006267,476,1
410006621,502,1
410006694,506,1
410007394,561,1
410007759,588,1
410007885,597,1
410007962,602,1
410008516,645,1
410009181,698,1
410009885,749,1
410010231,778,1
410010461,796,1
410010645,809,1
410010831,822,1
410010928,831,1
410011949,913,1
410012278,938,1
410012842,983,1
410012956,991,1
410013044,996,1
410013164,1007,1
410014396,1103,1
410014797,1134,1
410015139,1164,1
410015446,1184,1
410050349,3805,1
410051068,3861,0
410051340,3883,0
410051970,3930,0
410052365,3963,0
410121016,9103,1
410121597,9145,1
410122925,9243,1
410123115,9260,1
410123457,9284,1
410123528,9289,1
410124340,9351,1
410124374,9354,1
410125173,9413,1
410125414,9429,1
410125853,9461,1
410125918,9465,1
410126054,9477,1
410126510,9511,1
410126745,9529,1
410127165,9558,1
410127294,9567,1
410127420,9576,1
410127706,9600,1
410127722,9600,1
410127731,9601,1
410127938,9615,1
410128772,9674,1
410128885,9681,1
410129280,9711,1
410129311,9713,1
410129578,9732,1
410129908,9756,1
410130090,9772,1
410130327,9789,1
410119288,8974,1
410119635,8999,1
410119736,9007,1
410122440,9208,1
410124191,9339,1
410125810,9459,0
410126659,9523,1
410127238,9564,1
410127577,9590,1
410015791,1211,1
410015898,1220,1
410018005,1386,1
410018313,1410,1
410020577,1577,1
410020631,1580,1
410018823,1445,1
410019271,1479,1
410019878,1523,1
410021297,1626,1
410022804,1742,1
410022809,1743,1
410019270,1479,1
410019922,1527,1
410020634,1580,1
410021555,1648,1
410023202,1774,1
410023723,1812,1
410023766,1814,1
410024475,1868,1
410024818,1894,1
410025219,1924,1
410025863,1974,1
410025941,1979,1
410025950,1980,1
410026212,1999,1
410026688,2035,1
410026940,2054,1
410026954,2056,1
410027217,2077,1
410027472,2095,1
410027549,2100,1
410093199,7033,1
410097106,7325,1
410099291,7490,1
410008738,662,1
410009107,691,1
410009150,694,1
410009751,739,1
410010071,764,1
410010192,774,1
410125962,9469,1
410126059,9478,1
410126363,9499,1
410126657,9523,1
410126856,9535,1
410127746,9601,1
410127947,9615,1
410128108,9626,1
410128289,9639,1
410128718,9670,1
410129104,9698,1
410129349,9716,1
410129510,9726,1
410129814,9748,1
410130557,9808,1
410131084,9846,1
410131124,9848,1
410131222,9855,1
410050281,3801,1
410050496,3817,1
410051614,3901,1
410053307,4034,1
410053409,4040,1
410053631,4055,1
410027015,2062,1
410027183,2075,1
410029155,2217,1
410029206,2220,1
410029714,2258,1
410030218,2298,1
410031987,2431,1
410032461,2467,1
410034322,2610,1
410035722,2713,1
410037501,2845,1
410038101,2893,1
410062478,4722,1
410062479,4723,1
410063153,4774,1
410063439,4797,1
410063457,4799,1
410065914,4980,1
410066902,5054,1
410067109,5070,1
410068580,5180,1
410069451,5247,1
410069820,5275,0
410070433,5323,1
410070766,5350,1
410073737,5580,0
410073772,5583,1
410125941,9467,1
410126195,9489,1
410126989,9545,1
410127464,9579,1
410129816,9749,1
410130602,9811,1
410130771,9823,1
410131068,9845,1
410131303,9861,1
410131882,9903,1
410132691,9961,1
410030231,2299,1
410030580,2324,1
410031840,2421,1
410032189,2448,1
410032221,2450,1
410032290,2455,1
410032492,2469,1
410000596,47,1
410002060,153,1
410002791,205,1
410003362,252,1
410003851,290,1
410004835,367,1
410005804,440,1
410108159,8142,1
410108773,8191,1
410109923,8275,1
410109932,8276,1
410111254,8372,1
410112689,8479,1
410112714,8481,1
410113041,8505,1
410113163,8515,1
410113514,8540,1
410114346,8601,1
410114830,8639,1
410115166,8665,1
410116198,8742,1
410116647,8777,1
410018140,1396,1
410018569,1427,1
410019230,1475,1
410019548,1499,1
410019712,1512,1
410020082,1540,1
410020090,1540,1
410020775,1589,1
410020779,1589,1
410000111,11,1
410000151,12,1
410000747,58,1
410000902,70,1
410001335,102,1
410002952,219,1
410003256,244,1
410108570,8175,1
410108907,8201,1
410109343,8232,1
410112436,8461,1
410113647,8550,1
410117714,8862,1
410118073,8886,1
410118526,8918,1
410119626,8999,1
410119650,9000,1
410120382,9056,1
410103474,7799,0
410103500,7801,1
410084720,6405,1
410088125,6660,1
410090236,6820,1
410090262,6822,1
410092502,6981,1
410094029,7095,1
410094156,7105,1
410094598,7137,1
410101757,7677,1
410101935,7689,1
410000598,47,1
410000892,70,1
410001066,81,1
410001205,93,1
410055113,4164,1
410055285,4176,1
410057203,4318,1
410058175,4393,1
410058488,4419,1
410059508,4495,1
410061434,4641,1
410061628,4656,1
410062080,4692,1
410063143,4773,1
410063688,4813,1
410063773,4820,1
410064262,4856,1
410064787,4897,1
410064983,4912,1
410065193,4925,1
410065526,4950,1
410065595,4955,1
410066004,4985,1
410066957,5058,1
410067120,5072,1
410067792,5120,1
410068093,5142,1
410070201,5305,1
410013980,1074,1
410014567,1115,1
410014765,1131,1
410015019,1154,1
410015050,1157,1
410015092,1160,1
410015374,1179,1
410017085,1315,1
410017741,1366,1
410018103,1393,1
410018682,1435,1
410018909,1451,1
410019918,1526,1
410020737,1586,1
410020866,1595,1
410049622,3754,1
410049649,3755,1
410049796,3765,1
410050128,3791,1
410050347,3805,1
410050461,3814,1
410050465,3814,1
410050841,3844,1
410050865,3845,1
410051044,3859,1
410051109,3863,1
410051448,3889,1
410051791,3914,1
410052307,3959,1
410053139,4023,1
410097472,7350,1
410098218,7408,0
410099999,7545,1
410036406,2762,1
410036433,2764,1
410036442,2765,1
410036844,2793,1
410037428,2838,1
410037500,2845,1
410037689,2858,1
410037932,2880,1
410087860,6640,1
410088133,6660,1
410090174,6814,1
410091277,6892,1
410091430,6904,1
410091699,6921,1
410092660,6993,1
410092798,7003,1
410093580,7061,1
410094139,7104,1
410094167,7105,1
410094181,7107,1
410094470,7126,1
410096687,7292,1
410096832,7301,1
410097840,7379,1
410098037,7395,1
410098088,7398,1
410098529,7432,1
410098701,7444,1
410100028,7547,1
410100114,7553,1
410100666,7594,1
410102530,7733,1
410070496,5327,1
410071335,5394,1
410072364,5477,1
410072726,5505,1
410072760,5507,1
410073500,5562,1
410073844,5588,1
410074344,5626,1
410075033,5679,1
410076232,5764,1
410076292,5769,1
410076388,5777,1
410076907,5818,1
410076981,5822,1
410077251,5844,1
410079595,6017,1
410081678,6175,1
410081696,6176,1
410082150,6209,1
410082661,6250,1
410083213,6293,1
410083878,6346,1
410083982,6353,1
410000112,11,1
410000473,38,1
410000958,74,1
410001014,78,1
410001083,83,1
410001149,88,1
410001714,129,1
410001851,139,1
410001872,140,1
410001886,141,1
410002188,162,1
410002852,210,1
410098171,7404,1
410019313,1481,1
410019858,1522,1
410020885,1597,1
410021135,1614,1
410021454,1641,1
410081822,6185,1
410082004,6200,1
410082414,6231,0
410084004,6354,1
410044375,3353,1
410046492,3513,1
410047038,3554,1
410047683,3602,1
410050714,3833,1
410052655,3984,1
410054175,4096,1
410054218,4099,1
410054223,4099,1
410056011,4229,1
410056095,4235,1
410057175,4316,1
410057193,4317,1
410058456,4415,1
410058609,4428,1
410059486,4494,1
410059805,4518,1
410060609,4576,1
410063082,4769,1
410063833,4824,1
410064729,4892,1
410064924,4909,1
410066094,4992,1
410066375,5015,1
410118363,8906,1
410118759,8936,1
410118985,8951,1
410119227,8970,1
410120742,9081,1
410111435,8386,1
410111672,8404,1
410112478,8463,1
410113379,8529,1
410113883,8567,1
410114758,8634,1
410114951,8648,1
410116354,8755,0
410116360,8756,1
410116735,8785,1
410117665,8857,1
410028860,2195,1
410030142,2291,1
410030156,2293,1
410031076,2365,1
410031133,2368,1
410031217,2375,1
410031506,2395,1
410063026,4764,1
410063310,4786,1
410063938,4831,1
410064078,4841,1
410065365,4939,1
410066043,4988,1
410000448,35,0
410001344,103,0
410002366,175,1
410002695,198,0
410002887,214,0
410002988,220,1
410003331,249,1
410003503,261,0
410003654,273,1
410003811,287,0
410004757,362,1
410005147,390,0
410005557,422,0
410006009,456,1
410006071,462,0
410006085,463,1
410006365,482,0
410006427,488,0
410006850,518,0
410006971,527,0
410007225,547,0
410007780,588,1
410008129,615,0
410067362,5089,1
410068151,5146,1
410069354,5239,1
410069524,5252,1
410069731,5268,1
410070127,5299,1
410071807,5433,1
410071824,5434,1
410072208,5464,1
410074182,5612,1
410074410,5629,1
410075941,5744,1
410076126,5756,1
410077765,5880,1
410078535,5938,1
410079422,6005,1
410079811,6032,1
410079878,6036,1
410081294,6147,1
410081637,6172,1
410081710,6177,1
410082212,6215,1
410008605,652,1
410008709,659,1
410008782,666,1
410009460,718,1
410009729,738,1
410010054,762,1
410010757,817,0
410012728,973,1
410013010,995,1
410013017,995,1
410013208,1011,1
410064596,4881,1
410064882,4904,1
410065150,4923,1
410092083,6949,1
410092110,6951,1
410092526,6984,1
410093115,7026,1
410093158,7029,1
410093850,7081,1
410095427,7199,1
410095735,7221,1
410098372,7420,1
410098785,7451,1
410099084,7472,1
410099900,7537,1
410099918,7539,1
410100889,7610,1
410101330,7644,1
410102343,7720,0
410102069,7700,1
410103952,7834,1
410104266,7854,1
410105395,7937,1
410026699,2037,1
410026919,2053,1
410027310,2083,1
410027523,2099,1
410027734,2112,1
410028044,2133,1
410030684,2332,1
410031231,2377,1
410031856,2422,1
410103544,7805,1
410104467,7868,1
410104476,7869,1
410104527,7873,1
410104767,7890,1
410104845,7896,1
410104948,7903,1
410036810,2790,1
410037084,2811,1
410037249,2824,0
410038150,2898,1
410039046,2963,1
410039584,3003,1
410040213,3048,0
410040300,3055,1
410040406,3061,1
410040454,3066,1
410040987,3105,1
410041107,3115,1
410041418,3136,1
410042285,3202,0
410042571,3222,0
410042950,3250,1
410043938,3323,1
410044727,3381,0
410045234,3418,1
410045936,3472,1
410054806,4142,1
410054866,4146,1
410054908,4148,1
410055210,4172,1
410055222,4173,1
410055240,4174,1
410055510,4193,1
410055785,4213,1
410056135,4238,1
410057152,4315,1
410057396,4333,1
410057689,4355,1
410057745,4360,1
410057888,4372,1
410058133,4390,1
410059317,4480,1
410059688,4509,1
410059941,4528,1
410060242,4550,1
410060779,4589,1
410061798,4671,1
410061837,4673,1
410062229,4703,1
410062898,4755,1
410063279,4783,1
410063919,4830,1
410064205,4850,1
410065034,4915,1
410066322,5010,1
410118371,8906,1
410126021,9474,1
410126452,9506,1
410126546,9512,1
410126573,9515,1
410126766,9530,1
410127044,9548,1
410127591,9591,1
410127657,9596,1
410127793,9604,1
410128109,9627,1
410128209,9634,1
410128919,9684,1
410129482,9724,1
410129511,9726,1
410129768,9745,1
410131157,9851,1
410131408,9868,1
410131499,9874,1
410131594,9881,1
410131678,9888,1
410131991,9912,1
410132095,9919,1
410132181,9925,1
410132421,9943,1
410107450,8092,1
410079669,6023,1
410079866,6035,1
410080104,6056,1
410080142,6059,1
410080552,6090,1
410080890,6114,1
410081125,6135,1
410015840,1216,1
410016577,1274,1
410017076,1314,1
410017114,1317,1
410017354,1335,1
410017474,1346,1
410017691,1362,1
410017912,1378,1
410018009,1386,1
410018095,1392,0
410019297,1480,1
410048769,3686,1
410049177,3715,1
410049294,3724,1
410050216,3797,1
410050754,3838,1
410051064,3860,1
410051412,3887,1
410051617,3901,1
410051925,3925,1
410053171,4025,1
410053193,4026,1
410054316,4106,1
410054739,4137,1
410054804,4142,1
410055506,4192,1
410055563,4198,1
410055889,4221,1
410056126,4238,1
410044717,3380,1
410045269,3421,1
410045738,3456,1
410046055,3479,1
410047018,3553,1
410047074,3556,1
410047544,3592,1
410047569,3594,1
410047693,3603,1
410047761,3609,1
410047965,3623,1
410047974,3624,1
410047978,3624,1
410038051,2889,1
410038954,2955,1
410039231,2979,1
410039889,3025,1
410040044,3036,1
410040061,3037,1
410041230,3124,1
410041402,3135,1
410042108,3189,1
410043385,3280,1
410044759,3383,1
410044848,3391,1
410044891,3394,1
410045173,3414,1
410045250,3419,1
410122297,9197,1
410122778,9233,1
410123248,9268,1
410118340,8905,1
410118665,8929,1
410118704,8932,1
410118885,8944,1
410119104,8962,1
410119108,8962,1
410126582,9516,1
410126980,9545,1
410129117,9699,1
410130374,9792,1
410131497,9874,1
410132064,9917,1
410132158,9923,1
410132846,9972,1
410036516,2770,1
410036880,2796,1
410036969,2802,0
410037310,2828,0
410037747,2864,1
410037976,2882,1
410038736,2941,1
410039569,3002,1
410039615,3005,1
410040168,3045,1
410040515,3070,1
410040554,3073,1
410040693,3085,1
410040925,3101,1
410099335,7492,1
410099364,7494,1
410099371,7495,1
410100111,7553,1
410100208,7562,1
410100251,7565,1
410100493,7581,1
410101013,7619,1
410101695,7673,1
410026689,2035,1
410027727,2112,1
410027886,2122,1
410027903,2123,0
410028506,2168,1
410028618,2178,1
410028908,2199,1
410029655,2254,1
410030151,2293,1
410030330,2307,1
410031199,2374,1
410031911,2426,1
410032454,2466,1
410032610,2478,1
410032790,2493,1
410032800,2495,1
410032968,2506,1
410033013,2511,1
410056270,4249,1
410056285,4249,1
410057605,4350,1
410057624,4351,1
410058023,4382,1
410058101,4388,1
410058384,4411,1
410058784,4441,1
410059466,4491,1
410059483,4493,1
410059506,4495,1
410059798,4518,1
410059958,4529,1
410062105,4693,1
410062499,4725,1
410062500,4725,1
410063755,4818,1
410066198,5000,1
410066599,5031,1
410067162,5075,1
410067187,5077,1
410067916,5129,1
410068058,5139,1
410070413,5321,1
410070919,5361,1
410071707,5425,1
410071838,5436,1
410072263,5470,1
410072433,5483,1
410067595,5107,1
410068176,5148,1
410068586,5180,1
410068708,5190,1
410069552,5254,1
410069780,5271,1
410070047,5294,1
410070427,5322,1
410070874,5357,1
410071917,5441,1
410072958,5522,1
410073178,5537,1
410073308,5547,1
410044145,3337,1
410044172,3340,1
410044971,3400,1
410045202,3416,1
410045210,3416,1
410045322,3424,1
410045404,3432,1
410046502,3514,1
410047103,3558,1
410047568,3594,1
410059063,4460,0
410059270,4477,1
410060131,4542,1
410061992,4684,1
410047663,3601,1
410047740,3607,1
410047836,3615,1
410047998,3626,1
410048394,3656,1
410048506,3664,1
410048867,3692,1
410049734,3760,1
410049740,3761,1
410050129,3791,1
410050799,3841,1
410051666,3905,1
410051752,3911,1
410052300,3958,1
410054054,4086,1
410122547,9216,1
410123151,9262,0
410124696,9379,0
410114288,8597,1
410114586,8622,1
410115368,8682,1
410117393,8836,1
410117726,8862,1
410117886,8873,1
410118091,8887,1
410119564,8994,1
410120474,9063,1
410121006,9103,1
410124484,9361,1
410120995,9101,1
410121046,9105,1
410121071,9107,1
410122215,9191,1
410122344,9200,1
410122532,9215,1
410124511,9363,1
410125880,9462,1
410126386,9501,1
410009896,750,1
410010025,760,1
410011389,867,1
410011422,869,1
410012270,936,1
410013004,994,1
410013185,1008,1
410013230,1013,1
410014659,1122,1
410001474,112,1
410001604,121,1
410036793,2789,1
410037258,2825,1
410021702,1658,1
410021849,1670,1
410022384,1709,1
410023205,1774,1
410023443,1792,1
410023675,1809,1
410024482,1868,1
410025975,1982,1
410026399,2013,1
410027600,2103,1
410028456,2163,1
410028605,2177,1
410030577,2324,1
410035948,2728,1
410036146,2742,1
410036391,2761,1
410036486,2768,1
410036622,2777,1
410036690,2781,1
410036945,2801,1
410037048,2809,1
410037625,2853,1
410037834,2871,1
410038038,2888,1
410038804,2946,1
410039667,3009,1
410040778,3090,1
410040837,3094,1
410042176,3194,1
410042321,3205,1
410043120,3264,1
410043179,3267,1
410043217,3269,1
410043520,3290,1
410043555,3293,1
410005500,418,1
410006090,464,1
410006112,465,1
410006129,466,1
410006214,471,1
410006230,471,1
410006894,523,1
410007186,544,1
410007522,570,1
410007900,598,1
410008236,624,1
410008547,648,1
410046867,3541,1
410047317,3576,1
410047720,3605,1
410048477,3662,1
410048830,3689,1
410049304,3725,1
410050126,3791,1
410050287,3801,1
410050355,3806,1
410050449,3813,1
410050727,3835,1
410052797,3996,1
410052987,4011,1
410053499,4046,1
410054967,4154,1
410055043,4158,1
410055353,4181,1
410055825,4216,1
410057364,4330,1
410057572,4347,1
410059245,4474,1
410059591,4501,1
410060751,4587,1
410061192,4622,1
410062272,4708,1
410062357,4714,1
410063236,4781,1
410063614,4809,1
410129574,9731,1
410130180,9779,1
410130558,9808,1
410010427,793,1
410011138,849,1
410011194,852,1
410011307,861,1
410012303,939,1
410078224,5916,1
410079877,6036,1
410079970,6044,1
410063454,4799,1
410063534,4804,1
410063720,4815,1
410063767,4819,1
410063781,4820,1
410063853,4826,1
410063876,4828,1
410131643,9886,1
410131710,9890,1
410132079,9918,1
410132160,9923,1
410133120,9991,1
410053940,4077,1
410054336,4107,1
410054473,4117,1
410054482,4118,1
410054766,4140,1
410055056,4159,1
410055238,4174,1
410055976,4227,1
410056430,4260,1
410056964,4300,1
410057861,4370,1
410058437,4414,1
410058864,4447,1
410058949,4452,1
410059769,4516,1
410059846,4522,1
410062639,4736,1
410063248,4781,1
410088821,6712,1
410089459,6762,1
410091406,6902,1
410092108,6951,1
410093090,7024,1
410093150,7028,1
410093804,7078,1
410094191,7107,1
410090970,6870,1
410091658,6918,1
410092296,6966,1
410092545,6985,1
410093180,7031,1
410093258,7037,0
410094153,7105,1
410094326,7116,1
410129469,9723,1
410131058,9845,1
410131613,9883,1
410132232,9929,1
410132254,9931,1
410132700,9962,1
410132724,9963,1
410133122,9992,1
410022546,1723,1
410022572,1725,1
410023111,1766,1
410023467,1795,1
410024934,1901,1
410024962,1903,1
410025653,1957,1
410069394,5242,1
410069577,5255,1
410031430,2391,1
410031578,2401,1
410032038,2436,1
410032287,2455,1
410032799,2495,1
410033621,2557,1
410034552,2627,1
410034815,2645,1
410035041,2663,1
410035071,2665,1
410035230,2677,1
410036035,2735,1
410036054,2737,1
410036451,2765,1
410036815,2791,1
410037168,2818,1
410051173,3868,1
410051824,3918,1
410052474,3971,1
410052923,4006,1
410119561,8994,1
410119737,9007,1
410120017,9028,1
410120214,9042,1
410120370,9055,1
410120789,9085,1
410122050,9180,1
410122247,9194,1
410124187,9339,1
410124333,9351,1
410124468,9359,1
410124849,9390,1
410124988,9398,1
410091311,6894,1
410091565,6910,1
410093276,7038,1
410087143,6589,1
410087167,6590,1
410088533,6690,1
410088558,6692,1
410002232,165,1
410002292,169,0
410126841,9535,1
410126887,9537,1
410127094,9552,1
410128519,9657,1
410129815,9749,1
410130257,9784,1
410130463,9800,1
410130657,9814,1
410131149,9850,1
410132500,9948,1
410132540,9951,1
410003518,262,1
410003688,276,1
410004414,334,1
410005159,392,1
410005435,412,1
410005524,419,1
410006246,473,1
410008299,629,1
410008907,676,1
410009399,713,1
410009610,727,1
410082787,6260,1
410082990,6276,1
410083065,6281,1
410083066,6281,1
410083527,6317,1
410083788,6338,1
410084434,6383,1
410084675,6402,1
410084868,6416,0
410085049,6429,1
410085192,6441,1
410085878,6495,1
410086944,6574,1
410086987,6577,1
410087043,6581,1
410087165,6590,1
410087509,6614,1
410087518,6615,0
410087536,6617,1
410087554,6619,1
410087688,6626,1
410088182,6663,1
410088634,6696,1
410088987,6725,1
410090290,6825,1
410090795,6858,1
410090978,6870,1
410091308,6894,1
410091426,6904,1
410002416,178,1
410003416,255,1
410004358,330,1
410114230,8593,1
410114711,8631,1
410115183,8666,1
410115302,8675,1
410115382,8683,1
410116121,8738,1
410116216,8744,1
410116228,8744,1
410117367,8834,1
410117769,8865,1
410118352,8905,1
410118609,8925,1
410120024,9028,1
410120770,9083,1
410121980,9175,1
410122080,9182,1
410122818,9236,1
410122930,9244,1
410123015,9252,1
