Analysis,ExposureAttribute,CatalogTypeCode,EventID,ModelCode,YearID,PerilSetCode,GroundUpLoss,GrossLoss,NetOfPreCatLoss
EU_WS_GCAdj,HSA_HH_EU_BE,HIST    ,31,41,21,1,65540.3517426223,63728.3861559929,63728.3861559929
EU_WS_GCAdj,HSA_HH_EU_IE,HIST    ,3,41,3,1,363320.06800188,357427.604575386,357427.604575386
EU_WS_GCAdj,S33_HH_EU_NL,HIST    ,28,41,19,1,67.5410163876535,65.8087871849541,65.8087871849541
EU_WS_GCAdj,HSA_HH_EU_FR,HIST    ,6,41,6,1,254357.917760281,249397.315468756,249397.315468756
EU_WS_GCAdj,HSA_HH_EU_DE,HIST    ,6,41,6,1,831670.129067235,800350.316520076,800338.31707765
EU_WS_GCAdj,HSA_HH_EU_NL,HIST    ,5,41,5,1,492414.753970526,479943.772782628,479943.772782628
EU_WS_GCAdj,HSA_HH_EU_DE,HIST    ,7,41,6,1,235833.681843571,226430.684998137,226430.684998137
EU_WS_GCAdj,HSA_HH_EU_ES,HIST    ,19,41,13,1,2203.37206627087,2167.38074700955,2167.38074700955
EU_WS_GCAdj,HSA_COMM_EU_FR,HIST    ,19,41,13,1,659.798556625141,646.955784415208,646.955784415208
EU_WS_GCAdj,HSA_HH_EU_NL,HIST    ,8,41,6,1,1556945.05358682,1524494.00496085,1524494.00496085
EU_WS_GCAdj,HSA_HH_EU_FR,HIST    ,12,41,8,1,110651.254252843,108795.622131846,108795.622131846
