vendor,analysis_id,modelled_lob,modelled_peril,ep_type,return_period,loss
risklink,1,HIC_COMM_UK,EU FL HD,AAL,0,8.0
risklink,1,HIC_COMM_UK,EU FL HD,AEP,1000,54.0
risklink,1,HIC_COMM_UK,EU FL HD,AEP,10000,11376.0
risklink,1,HIC_COMM_UK,EU FL HD,OEP,2,5.0
risklink,1,HIC_COMM_UK,EU FL HD,OEP,5,5.0
risklink,1,HIC_COMM_UK,EU FL HD,OEP,10,5.0
risklink,1,HIC_COMM_UK,EU FL HD,OEP,20,5.0
risklink,1,HIC_COMM_UK,EU FL HD,OEP,25,5.0
risklink,1,HIC_COMM_UK,EU FL HD,OEP,50,5.0
risklink,1,HIC_COMM_UK,EU FL HD,OEP,100,5.0
risklink,1,HIC_COMM_UK,EU FL HD,OEP,200,5.0
risklink,1,HIC_COMM_UK,EU FL HD,OEP,250,5.0
risklink,1,HIC_COMM_UK,EU FL HD,OEP,500,5.0
risklink,1,HIC_COMM_UK,EU FL HD,OEP,1000,54.0
risklink,1,HIC_COMM_UK,EU FL HD,OEP,10000,8498.0
risklink,367,HIC_COMM_UK,EUxESGB EQ,AAL,0,16.0
risklink,367,HIC_COMM_UK,EUxESGB EQ,AEP,500,2.0
risklink,367,HIC_COMM_UK,EUxESGB EQ,AEP,1000,591.0
risklink,367,HIC_COMM_UK,EUxESGB EQ,AEP,10000,43649.0
risklink,367,HIC_COMM_UK,EUxESGB EQ,OEP,500,0.0
risklink,367,HIC_COMM_UK,EUxESGB EQ,OEP,1000,591.0
risklink,367,HIC_COMM_UK,EUxESGB EQ,OEP,10000,43634.0
risklink,2,HIC_COMM_UK,EUxESGB EQ Adj,AAL,0,9.0
risklink,2,HIC_COMM_UK,EUxESGB EQ Adj,AEP,1000,3.0
risklink,2,HIC_COMM_UK,EUxESGB EQ Adj,AEP,10000,26288.0
risklink,2,HIC_COMM_UK,EUxESGB EQ Adj,OEP,1000,3.0
risklink,2,HIC_COMM_UK,EUxESGB EQ Adj,OEP,10000,26285.0
risklink,49,HIC_COMM_UK,EUxGB WS,AAL,0,9.0
risklink,49,HIC_COMM_UK,EUxGB WS,AEP,2,0.0
risklink,49,HIC_COMM_UK,EUxGB WS,AEP,5,0.0
risklink,49,HIC_COMM_UK,EUxGB WS,AEP,10,0.0
risklink,49,HIC_COMM_UK,EUxGB WS,AEP,20,2.0
risklink,49,HIC_COMM_UK,EUxGB WS,AEP,25,9.0
risklink,49,HIC_COMM_UK,EUxGB WS,AEP,50,74.0
risklink,49,HIC_COMM_UK,EUxGB WS,AEP,100,220.0
risklink,49,HIC_COMM_UK,EUxGB WS,AEP,200,445.0
risklink,49,HIC_COMM_UK,EUxGB WS,AEP,250,535.0
risklink,49,HIC_COMM_UK,EUxGB WS,AEP,500,875.0
risklink,49,HIC_COMM_UK,EUxGB WS,AEP,1000,1322.0
risklink,49,HIC_COMM_UK,EUxGB WS,AEP,10000,3643.0
risklink,49,HIC_COMM_UK,EUxGB WS,OEP,2,0.0
risklink,49,HIC_COMM_UK,EUxGB WS,OEP,5,0.0
risklink,49,HIC_COMM_UK,EUxGB WS,OEP,10,0.0
risklink,49,HIC_COMM_UK,EUxGB WS,OEP,20,2.0
risklink,49,HIC_COMM_UK,EUxGB WS,OEP,25,8.0
risklink,49,HIC_COMM_UK,EUxGB WS,OEP,50,73.0
risklink,49,HIC_COMM_UK,EUxGB WS,OEP,100,218.0
risklink,49,HIC_COMM_UK,EUxGB WS,OEP,200,441.0
risklink,49,HIC_COMM_UK,EUxGB WS,OEP,250,531.0
risklink,49,HIC_COMM_UK,EUxGB WS,OEP,500,868.0
risklink,49,HIC_COMM_UK,EUxGB WS,OEP,1000,1314.0
risklink,49,HIC_COMM_UK,EUxGB WS,OEP,10000,3631.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),AAL,0,9.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),AEP,2,0.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),AEP,5,0.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),AEP,10,0.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),AEP,20,3.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),AEP,25,9.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),AEP,50,74.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),AEP,100,221.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),AEP,200,445.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),AEP,250,534.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),AEP,500,873.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),AEP,1000,1319.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),AEP,10000,3630.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),OEP,2,0.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),OEP,5,0.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),OEP,10,0.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),OEP,20,2.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),OEP,25,8.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),OEP,50,74.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),OEP,100,219.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),OEP,200,441.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),OEP,250,530.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),OEP,500,867.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),OEP,1000,1310.0
risklink,368,HIC_COMM_UK,EUxGB WS (FlrArea),OEP,10000,3617.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),AAL,0,9.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),AEP,2,0.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),AEP,5,0.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),AEP,10,1.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),AEP,20,4.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),AEP,25,12.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),AEP,50,86.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),AEP,100,236.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),AEP,200,461.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),AEP,250,550.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),AEP,500,884.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),AEP,1000,1324.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),AEP,10000,3629.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),OEP,2,0.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),OEP,5,0.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),OEP,10,0.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),OEP,20,4.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),OEP,25,12.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),OEP,50,85.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),OEP,100,234.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),OEP,200,457.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),OEP,250,545.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),OEP,500,877.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),OEP,1000,1315.0
risklink,175,HIC_COMM_UK,EUxGB WS CVV (FlrArea),OEP,10000,3616.0
risklink,245,HIC_COMM_UK,GB FL,AAL,0,2606160.0
risklink,245,HIC_COMM_UK,GB FL,AEP,2,436486.0
risklink,245,HIC_COMM_UK,GB FL,AEP,5,3235286.0
risklink,245,HIC_COMM_UK,GB FL,AEP,10,6926976.0
risklink,245,HIC_COMM_UK,GB FL,AEP,20,12038079.0
risklink,245,HIC_COMM_UK,GB FL,AEP,25,14032083.0
risklink,245,HIC_COMM_UK,GB FL,AEP,50,21418856.0
risklink,245,HIC_COMM_UK,GB FL,AEP,100,30653768.0
risklink,245,HIC_COMM_UK,GB FL,AEP,200,41625721.0
risklink,245,HIC_COMM_UK,GB FL,AEP,250,45519122.0
risklink,245,HIC_COMM_UK,GB FL,AEP,500,58489799.0
risklink,245,HIC_COMM_UK,GB FL,AEP,1000,72512681.0
risklink,245,HIC_COMM_UK,GB FL,AEP,10000,124912025.0
risklink,245,HIC_COMM_UK,GB FL,OEP,2,349592.0
risklink,245,HIC_COMM_UK,GB FL,OEP,5,2693669.0
risklink,245,HIC_COMM_UK,GB FL,OEP,10,5872694.0
risklink,245,HIC_COMM_UK,GB FL,OEP,20,10423881.0
risklink,245,HIC_COMM_UK,GB FL,OEP,25,12248816.0
risklink,245,HIC_COMM_UK,GB FL,OEP,50,19162994.0
risklink,245,HIC_COMM_UK,GB FL,OEP,100,28029110.0
risklink,245,HIC_COMM_UK,GB FL,OEP,200,38682839.0
risklink,245,HIC_COMM_UK,GB FL,OEP,250,42492055.0
risklink,245,HIC_COMM_UK,GB FL,OEP,500,55266163.0
risklink,245,HIC_COMM_UK,GB FL,OEP,1000,69071795.0
risklink,245,HIC_COMM_UK,GB FL,OEP,10000,121136312.0
risklink,190,HIC_COMM_UK,GB FL HD,AAL,0,3024356.0
risklink,190,HIC_COMM_UK,GB FL HD,AEP,2,488612.0
risklink,190,HIC_COMM_UK,GB FL HD,AEP,5,3226544.0
risklink,190,HIC_COMM_UK,GB FL HD,AEP,10,7600494.0
risklink,190,HIC_COMM_UK,GB FL HD,AEP,20,14098200.0
risklink,190,HIC_COMM_UK,GB FL HD,AEP,25,16614366.0
risklink,190,HIC_COMM_UK,GB FL HD,AEP,50,26312277.0
risklink,190,HIC_COMM_UK,GB FL HD,AEP,100,39277610.0
risklink,190,HIC_COMM_UK,GB FL HD,AEP,200,53958848.0
risklink,190,HIC_COMM_UK,GB FL HD,AEP,250,59741364.0
risklink,190,HIC_COMM_UK,GB FL HD,AEP,500,77221030.0
risklink,190,HIC_COMM_UK,GB FL HD,AEP,1000,101059248.0
risklink,190,HIC_COMM_UK,GB FL HD,AEP,10000,187062943.0
risklink,190,HIC_COMM_UK,GB FL HD,OEP,2,375228.0
risklink,190,HIC_COMM_UK,GB FL HD,OEP,5,2620829.0
risklink,190,HIC_COMM_UK,GB FL HD,OEP,10,6501015.0
risklink,190,HIC_COMM_UK,GB FL HD,OEP,20,12453579.0
risklink,190,HIC_COMM_UK,GB FL HD,OEP,25,14722321.0
risklink,190,HIC_COMM_UK,GB FL HD,OEP,50,23871212.0
risklink,190,HIC_COMM_UK,GB FL HD,OEP,100,36305216.0
risklink,190,HIC_COMM_UK,GB FL HD,OEP,200,50700572.0
risklink,190,HIC_COMM_UK,GB FL HD,OEP,250,56566982.0
risklink,190,HIC_COMM_UK,GB FL HD,OEP,500,73040712.0
risklink,190,HIC_COMM_UK,GB FL HD,OEP,1000,95324894.0
risklink,190,HIC_COMM_UK,GB FL HD,OEP,10000,168527311.0
risklink,54,HIC_COMM_UK,GB WSSS,AAL,0,4682397.0
risklink,54,HIC_COMM_UK,GB WSSS,AEP,2,2532087.0
risklink,54,HIC_COMM_UK,GB WSSS,AEP,5,5828058.0
risklink,54,HIC_COMM_UK,GB WSSS,AEP,10,9294855.0
risklink,54,HIC_COMM_UK,GB WSSS,AEP,20,14544173.0
risklink,54,HIC_COMM_UK,GB WSSS,AEP,25,16897771.0
risklink,54,HIC_COMM_UK,GB WSSS,AEP,50,27389186.0
risklink,54,HIC_COMM_UK,GB WSSS,AEP,100,42132043.0
risklink,54,HIC_COMM_UK,GB WSSS,AEP,200,59625516.0
risklink,54,HIC_COMM_UK,GB WSSS,AEP,250,65622830.0
risklink,54,HIC_COMM_UK,GB WSSS,AEP,500,84077396.0
risklink,54,HIC_COMM_UK,GB WSSS,AEP,1000,101370616.0
risklink,54,HIC_COMM_UK,GB WSSS,AEP,10000,154084517.0
risklink,54,HIC_COMM_UK,GB WSSS,OEP,2,1221302.0
risklink,54,HIC_COMM_UK,GB WSSS,OEP,5,3402454.0
risklink,54,HIC_COMM_UK,GB WSSS,OEP,10,6118194.0
risklink,54,HIC_COMM_UK,GB WSSS,OEP,20,10744429.0
risklink,54,HIC_COMM_UK,GB WSSS,OEP,25,12953852.0
risklink,54,HIC_COMM_UK,GB WSSS,OEP,50,23215846.0
risklink,54,HIC_COMM_UK,GB WSSS,OEP,100,37716290.0
risklink,54,HIC_COMM_UK,GB WSSS,OEP,200,54888533.0
risklink,54,HIC_COMM_UK,GB WSSS,OEP,250,60806170.0
risklink,54,HIC_COMM_UK,GB WSSS,OEP,500,78987258.0
risklink,54,HIC_COMM_UK,GB WSSS,OEP,1000,95967347.0
risklink,54,HIC_COMM_UK,GB WSSS,OEP,10000,146889293.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),AAL,0,4682397.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),AEP,2,2532394.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),AEP,5,5827147.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),AEP,10,9293164.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),AEP,20,14542328.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),AEP,25,16896052.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),AEP,50,27388498.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),AEP,100,42131943.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),AEP,200,59625600.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),AEP,250,65622768.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),AEP,500,84075018.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),AEP,1000,101364294.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),AEP,10000,154066589.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),OEP,2,1220845.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),OEP,5,3401186.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),OEP,10,6116432.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),OEP,20,10742918.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),OEP,25,12952549.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),OEP,50,23215530.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),OEP,100,37716476.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),OEP,200,54888875.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),OEP,250,60806340.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),OEP,500,78985135.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),OEP,1000,95960989.0
risklink,56,HIC_COMM_UK,GB WSSS (FlrArea),OEP,10000,146871919.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),AAL,0,3624006.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),AEP,2,1592739.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),AEP,5,4065309.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),AEP,10,7042080.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),AEP,20,12026412.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),AEP,25,14408880.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),AEP,50,25341985.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),AEP,100,40393017.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),AEP,200,58100496.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),AEP,250,64164157.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),AEP,500,82756220.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),AEP,1000,100104048.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),AEP,10000,152818584.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),OEP,2,748776.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),OEP,5,2514884.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),OEP,10,4960573.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),OEP,20,9455824.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),OEP,25,11717313.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),OEP,50,22415132.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),OEP,100,37163377.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),OEP,200,54532944.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),OEP,250,60516278.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),OEP,500,78829258.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),OEP,1000,95867717.0
risklink,369,HIC_COMM_UK,GB WSSS CVV (FlrArea),OEP,10000,146855313.0
risklink,370,HIC_FA_UK,GB FL,AAL,0,58736.0
risklink,370,HIC_FA_UK,GB FL,AEP,2,7.0
risklink,370,HIC_FA_UK,GB FL,AEP,5,302.0
risklink,370,HIC_FA_UK,GB FL,AEP,10,1938.0
risklink,370,HIC_FA_UK,GB FL,AEP,20,48817.0
risklink,370,HIC_FA_UK,GB FL,AEP,25,85046.0
risklink,370,HIC_FA_UK,GB FL,AEP,50,357271.0
risklink,370,HIC_FA_UK,GB FL,AEP,100,1310463.0
risklink,370,HIC_FA_UK,GB FL,AEP,200,3443852.0
risklink,370,HIC_FA_UK,GB FL,AEP,250,4681014.0
risklink,370,HIC_FA_UK,GB FL,AEP,500,8143964.0
risklink,370,HIC_FA_UK,GB FL,AEP,1000,9170329.0
risklink,370,HIC_FA_UK,GB FL,AEP,10000,12147243.0
risklink,370,HIC_FA_UK,GB FL,OEP,2,0.0
risklink,370,HIC_FA_UK,GB FL,OEP,5,8.0
risklink,370,HIC_FA_UK,GB FL,OEP,10,1800.0
risklink,370,HIC_FA_UK,GB FL,OEP,20,48048.0
risklink,370,HIC_FA_UK,GB FL,OEP,25,83703.0
risklink,370,HIC_FA_UK,GB FL,OEP,50,352195.0
risklink,370,HIC_FA_UK,GB FL,OEP,100,1298672.0
risklink,370,HIC_FA_UK,GB FL,OEP,200,3417008.0
risklink,370,HIC_FA_UK,GB FL,OEP,250,4654039.0
risklink,370,HIC_FA_UK,GB FL,OEP,500,8113990.0
risklink,370,HIC_FA_UK,GB FL,OEP,1000,9148745.0
risklink,370,HIC_FA_UK,GB FL,OEP,10000,11978190.0
risklink,50,HIC_FA_UK,GB FL HD,AAL,0,123490.0
risklink,50,HIC_FA_UK,GB FL HD,AEP,5,66.0
risklink,50,HIC_FA_UK,GB FL HD,AEP,10,8403.0
risklink,50,HIC_FA_UK,GB FL HD,AEP,20,147344.0
risklink,50,HIC_FA_UK,GB FL HD,AEP,25,350989.0
risklink,50,HIC_FA_UK,GB FL HD,AEP,50,2156108.0
risklink,50,HIC_FA_UK,GB FL HD,AEP,100,4468918.0
risklink,50,HIC_FA_UK,GB FL HD,AEP,200,6207812.0
risklink,50,HIC_FA_UK,GB FL HD,AEP,250,6617629.0
risklink,50,HIC_FA_UK,GB FL HD,AEP,500,7672663.0
risklink,50,HIC_FA_UK,GB FL HD,AEP,1000,8416993.0
risklink,50,HIC_FA_UK,GB FL HD,AEP,10000,12039332.0
risklink,50,HIC_FA_UK,GB FL HD,OEP,2,0.0
risklink,50,HIC_FA_UK,GB FL HD,OEP,5,6.0
risklink,50,HIC_FA_UK,GB FL HD,OEP,10,8246.0
risklink,50,HIC_FA_UK,GB FL HD,OEP,20,145635.0
risklink,50,HIC_FA_UK,GB FL HD,OEP,25,347092.0
risklink,50,HIC_FA_UK,GB FL HD,OEP,50,2134231.0
risklink,50,HIC_FA_UK,GB FL HD,OEP,100,4441814.0
risklink,50,HIC_FA_UK,GB FL HD,OEP,200,6140916.0
risklink,50,HIC_FA_UK,GB FL HD,OEP,250,6553091.0
risklink,50,HIC_FA_UK,GB FL HD,OEP,500,7562797.0
risklink,50,HIC_FA_UK,GB FL HD,OEP,1000,8270808.0
risklink,50,HIC_FA_UK,GB FL HD,OEP,10000,10186277.0
risklink,262,HIC_FA_UK,GB WSSS,AAL,0,5779.0
risklink,262,HIC_FA_UK,GB WSSS,AEP,2,2520.0
risklink,262,HIC_FA_UK,GB WSSS,AEP,5,5930.0
risklink,262,HIC_FA_UK,GB WSSS,AEP,10,10386.0
risklink,262,HIC_FA_UK,GB WSSS,AEP,20,17234.0
risklink,262,HIC_FA_UK,GB WSSS,AEP,25,20100.0
risklink,262,HIC_FA_UK,GB WSSS,AEP,50,31800.0
risklink,262,HIC_FA_UK,GB WSSS,AEP,100,50244.0
risklink,262,HIC_FA_UK,GB WSSS,AEP,200,85380.0
risklink,262,HIC_FA_UK,GB WSSS,AEP,250,105715.0
risklink,262,HIC_FA_UK,GB WSSS,AEP,500,271254.0
risklink,262,HIC_FA_UK,GB WSSS,AEP,1000,631587.0
risklink,262,HIC_FA_UK,GB WSSS,AEP,10000,1783087.0
risklink,262,HIC_FA_UK,GB WSSS,OEP,2,852.0
risklink,262,HIC_FA_UK,GB WSSS,OEP,5,3438.0
risklink,262,HIC_FA_UK,GB WSSS,OEP,10,7217.0
risklink,262,HIC_FA_UK,GB WSSS,OEP,20,13410.0
risklink,262,HIC_FA_UK,GB WSSS,OEP,25,16075.0
risklink,262,HIC_FA_UK,GB WSSS,OEP,50,27181.0
risklink,262,HIC_FA_UK,GB WSSS,OEP,100,45090.0
risklink,262,HIC_FA_UK,GB WSSS,OEP,200,79839.0
risklink,262,HIC_FA_UK,GB WSSS,OEP,250,100131.0
risklink,262,HIC_FA_UK,GB WSSS,OEP,500,265814.0
risklink,262,HIC_FA_UK,GB WSSS,OEP,1000,625783.0
risklink,262,HIC_FA_UK,GB WSSS,OEP,10000,1773558.0
risklink,191,HIC_FA_UK,GB WSSS CVV,AAL,0,4570.0
risklink,191,HIC_FA_UK,GB WSSS CVV,AEP,2,2051.0
risklink,191,HIC_FA_UK,GB WSSS CVV,AEP,5,4243.0
risklink,191,HIC_FA_UK,GB WSSS CVV,AEP,10,7394.0
risklink,191,HIC_FA_UK,GB WSSS CVV,AEP,20,12825.0
risklink,191,HIC_FA_UK,GB WSSS CVV,AEP,25,15258.0
risklink,191,HIC_FA_UK,GB WSSS CVV,AEP,50,25676.0
risklink,191,HIC_FA_UK,GB WSSS CVV,AEP,100,42560.0
risklink,191,HIC_FA_UK,GB WSSS CVV,AEP,200,73760.0
risklink,191,HIC_FA_UK,GB WSSS CVV,AEP,250,90843.0
risklink,191,HIC_FA_UK,GB WSSS CVV,AEP,500,224477.0
risklink,191,HIC_FA_UK,GB WSSS CVV,AEP,1000,585735.0
risklink,191,HIC_FA_UK,GB WSSS CVV,AEP,10000,1754812.0
risklink,191,HIC_FA_UK,GB WSSS CVV,OEP,2,561.0
risklink,191,HIC_FA_UK,GB WSSS CVV,OEP,5,2212.0
risklink,191,HIC_FA_UK,GB WSSS CVV,OEP,10,4931.0
risklink,191,HIC_FA_UK,GB WSSS CVV,OEP,20,9929.0
risklink,191,HIC_FA_UK,GB WSSS CVV,OEP,25,12229.0
risklink,191,HIC_FA_UK,GB WSSS CVV,OEP,50,22238.0
risklink,191,HIC_FA_UK,GB WSSS CVV,OEP,100,38713.0
risklink,191,HIC_FA_UK,GB WSSS CVV,OEP,200,69559.0
risklink,191,HIC_FA_UK,GB WSSS CVV,OEP,250,86549.0
risklink,191,HIC_FA_UK,GB WSSS CVV,OEP,500,220121.0
risklink,191,HIC_FA_UK,GB WSSS CVV,OEP,1000,581219.0
risklink,191,HIC_FA_UK,GB WSSS CVV,OEP,10000,1746338.0
risklink,51,HIC_HH_UK,GB FL,AAL,0,2125560.0
risklink,51,HIC_HH_UK,GB FL,AEP,2,395305.0
risklink,51,HIC_HH_UK,GB FL,AEP,5,2637009.0
risklink,51,HIC_HH_UK,GB FL,AEP,10,5303157.0
risklink,51,HIC_HH_UK,GB FL,AEP,20,8681782.0
risklink,51,HIC_HH_UK,GB FL,AEP,25,10010226.0
risklink,51,HIC_HH_UK,GB FL,AEP,50,15494710.0
risklink,51,HIC_HH_UK,GB FL,AEP,100,23951428.0
risklink,51,HIC_HH_UK,GB FL,AEP,200,35039564.0
risklink,51,HIC_HH_UK,GB FL,AEP,250,39176758.0
risklink,51,HIC_HH_UK,GB FL,AEP,500,57231346.0
risklink,51,HIC_HH_UK,GB FL,AEP,1000,96092767.0
risklink,51,HIC_HH_UK,GB FL,AEP,10000,192514022.0
risklink,51,HIC_HH_UK,GB FL,OEP,2,336100.0
risklink,51,HIC_HH_UK,GB FL,OEP,5,2166762.0
risklink,51,HIC_HH_UK,GB FL,OEP,10,4444696.0
risklink,51,HIC_HH_UK,GB FL,OEP,20,7347352.0
risklink,51,HIC_HH_UK,GB FL,OEP,25,8513196.0
risklink,51,HIC_HH_UK,GB FL,OEP,50,13590342.0
risklink,51,HIC_HH_UK,GB FL,OEP,100,21969466.0
risklink,51,HIC_HH_UK,GB FL,OEP,200,32916780.0
risklink,51,HIC_HH_UK,GB FL,OEP,250,36971725.0
risklink,51,HIC_HH_UK,GB FL,OEP,500,54625277.0
risklink,51,HIC_HH_UK,GB FL,OEP,1000,93939135.0
risklink,51,HIC_HH_UK,GB FL,OEP,10000,189901785.0
risklink,3,HIC_HH_UK,GB FL HD,AAL,0,1806464.0
risklink,3,HIC_HH_UK,GB FL HD,AEP,2,394922.0
risklink,3,HIC_HH_UK,GB FL HD,AEP,5,2085058.0
risklink,3,HIC_HH_UK,GB FL HD,AEP,10,4377372.0
risklink,3,HIC_HH_UK,GB FL HD,AEP,20,7694162.0
risklink,3,HIC_HH_UK,GB FL HD,AEP,25,8978776.0
risklink,3,HIC_HH_UK,GB FL HD,AEP,50,14114050.0
risklink,3,HIC_HH_UK,GB FL HD,AEP,100,21112263.0
risklink,3,HIC_HH_UK,GB FL HD,AEP,200,31420184.0
risklink,3,HIC_HH_UK,GB FL HD,AEP,250,36084219.0
risklink,3,HIC_HH_UK,GB FL HD,AEP,500,49469296.0
risklink,3,HIC_HH_UK,GB FL HD,AEP,1000,65713616.0
risklink,3,HIC_HH_UK,GB FL HD,AEP,10000,127401397.0
risklink,3,HIC_HH_UK,GB FL HD,OEP,2,321433.0
risklink,3,HIC_HH_UK,GB FL HD,OEP,5,1662038.0
risklink,3,HIC_HH_UK,GB FL HD,OEP,10,3614765.0
risklink,3,HIC_HH_UK,GB FL HD,OEP,20,6562101.0
risklink,3,HIC_HH_UK,GB FL HD,OEP,25,7816145.0
risklink,3,HIC_HH_UK,GB FL HD,OEP,50,12665230.0
risklink,3,HIC_HH_UK,GB FL HD,OEP,100,19365339.0
risklink,3,HIC_HH_UK,GB FL HD,OEP,200,29108147.0
risklink,3,HIC_HH_UK,GB FL HD,OEP,250,34360948.0
risklink,3,HIC_HH_UK,GB FL HD,OEP,500,47469695.0
risklink,3,HIC_HH_UK,GB FL HD,OEP,1000,62873626.0
